,ID,label,tanggal,judul,narasi,nama file gambar
3049,720554,0,2016-10-11 00:00:00,Harga Daging Lebih Murah di Singapura Daripada DKI Jakarta,"Singapura yang tidak punya peternakan sapi, harga daging sapinya lebih murah daripada di Jakarta. Konyol enggak tuh. Memang perlu gubernur yang lebih mengerti,” kata Sandiaga di UMJ, Tangerang Selatan, Selasa.",720554.jpg
4025,945749,1,2019-04-02 00:00:00,KERATON JOGJA TOLAK KEDATANGAN JOKOWI & MEGA KARENA AURA NEGATIF,"Judul postingan video: JOKOWI MEGAWATI DITOLAK KRATON JOGJAKARTA, Bawa Aura Negatif",945749.png
2925,694110,0,2018-03-15 00:00:00,Dengan Air Mata PM Kanada Menyambut Pengungsi dari Suriah |  With Tears PM of Canada Welcomed the Refugees from Syria,"Dengan air mata pm kanada menyambut pengungsi dari Suriah. Dia mengirim pesawat ke Suriah untuk membawa orang-orang Suriah. Dia berkata kepada mereka “ini adalah rumah anda”. 25000 pengungsi Suriah telah dibawa ke kanada sampai sekarang. Mereka semua telah diberi status ‘penduduk permanen Kanada’.
 Dia adalah kebanggan dunia!
 Dia adalah pahlawan besar saat ini.",694110.png
2254,525408,1,2020-05-08 00:00:00,Arab Saudi mulai tadi malam buka lockdown,"Bintang tsurayya sudah keluar, berarti penyakit sirna, orang2 di mekah bergembira Allahuakbar…. Arab Saudi mulai tadi malam buka lockdown, semoga hal ini bisa berimbas pada negara2 lain, termasuk indonesia…Aamiin…",525408.png
1618,370635,1,2020-01-29 00:00:00,"Sabotase sepanjang Jalan Kramat Raya, Jakpus.  Resapan gorong air dimasukin karung pasir agar tersumbat.",#Viralkan : SABOTASE SEPANJANG JALAN KRAMAT RAYA JAKPUS RESAPAN GORONG AIR DI TUMPUK KARUNG PASIR 27 JAN’20 JAM 22.00,370635.png
1871,433688,0,2016-12-01 00:00:00,"Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air dan Sriwijaya tuk Ikut Aksi 212 di Jakarta","Demi Islam Rahmatanlilalamin
 Uang Tak Lagi Berharga Bagi Kaum Muslimin.
 Jelas kan Hokker.
 Hanya bagi kaum Pecinta Dunialah.
 UANG SEGALA NYA BAGI MEREKA
 “Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air dan Sriwijaya tuk Ikut Aksi 212 di Jakarta",433688.png
1885,437805,1,2019-04-10 00:00:00,"Dimalaysia sdah pencoblosan, Pak Prabowo menang telak, tapi kotak surat suara terbakar di jalan saat mau di bawa","Hari ini,
Dimalaysia sdah pencoblosan..
Pak Prabowo menang telak, tapi kotak surat suara terbakar di jalan saat mau di bawa…
Untung Form C1 sdh dipegang teguh sm relawan dan mereka ga bs bantah lg",437805.png
2907,689413,1,2020-04-24 00:00:00,Mr. KimJung On RIP,Mr. KimJung On RIP. Umur 36 tahun 1 jam yg.lalu di umumkan. Operasi gagal.,689413.png
12,2987,1,2019-07-29 00:00:00,Dirut PT Agung Podomoro Land Cosmas Batubara Meninggal Dunia,"Turut berduka cita atas
 meninggalnya Pejuang Angkatan 66 Bapak Cosmas Batubara hari Sabtu 27 Juli 2019 pukul 15.00 WIB. Semoga Yang Maha Kuasa mengampuni segala dosanya dan mendapat tempat yang layak disisi Nya.. Aamiin.",2987.png
1602,367583,1,2017-04-23 00:00:00,Acara International Khilafah Forum 1438 H,Acara International Khilafah Forum 1438 H,367583.jpg
322,73966,1,2020-08-04 00:00:00,laki-laki di tengah Soekarno dan Jend Soerdirman itu adalah ayahandanya Habieb Risziq Shihab,Agar publik melek politik sejarah. Ada yg tahu siapa laki-laki di tengah Soekarno dan Jend Soedirman saat itu saat itu?!… Beliau adalah ayahandanya Habieb Risziq Shihab berita ini sengaja di tutupi sejarah oleh compeni pemerintah penjajah saat itu ykni Belanda karena khawatir umat islam bersatu.,73966.png
1174,274040,1,2019-03-25 00:00:00,PLN Benar-benar tak punya malu dan etika,"PLN merupakan BUMN, perusahaan milik negara dan mencari pendapatan bagi negara. Pegawainya mau mendukung siapapun boleh saja tapi harusnya tidak dilakukan sewaktu bekerja. Apalagi dia sedang menjalankan pekerjaan dari program pemerintah sekarang dan malah mendukung Capres petahana.",274040.png
2477,576631,1,2019-06-28 00:00:00,"Di Jepang  Plonga-Plongo Sendiri, Gak Ada yang Kasih Ucapan Selamat. Katanya Sih Udah Menang","nasib jadi presiden hasil dimenangkan ya begini.
di negeri sendiri dibenci rakyat nya, di negara lain di asing kan.
semua akan melongo pada waktu nya.",576631.png
4056,953873,1,2019-04-15 00:00:00,Jokowi Mau Temui Rizieq di Mekkah,"Info dari sumber Mekkah;
menurut info dari sumber Mekkah timses paslon 01 Jokowi – Ma’ruf telah menghubungi tim Imam Besar FPI Habib Rizieq Shihab yang berada di Kota Suci Makkah Almukarromah, Saudi Arabia.",953873.png
3689,867084,1,2017-09-23 00:00:00,Undangan Resmi dari Panglima TNI,"benni_hidayat: “Undangan Resmi dari Panglima TNI
 Sabtu, 30 September 2017 Jam 7 pagi kita kumpul di Monas (DKI) dengan ikat kepala merah putih.”.",867084.png
1588,365305,1,2018-09-20 00:00:00,"Pekerja LRT Ditangkap di Karawang, Disangka Tentara Merah PKC",Hasil tangkapan semalam di Karawang…pekerja LRT…ternyata TENTARA MERAH PKC…VIRAL KAN…,365305.jpg
3392,797858,1,2019-06-19 00:00:00,Geger Binatang di Kebun Binatang Indonesia Kurus,"”Adul:”Geger Binatang di Kebun Binatang Indonesia Kurus Tdk Terurus, Ran.
Giran:”Lha Manusianya Saja Tdk Terurus. Beras, Bawang, Daging, Jagung, Cabai, Garam, Tarif Listrik, Harga Tiket, MENCEKIK, Giliran Harga Komoditi, Sawit, Karet dll NYUNGSEP”
Adul:”Hehe, Kayak Kita Jadi Kurus”",797858.png
3244,765448,0,2019-04-18 00:00:00,: Metro TV Klarifikasi Tayangan Quick Count Unggulkan Prabowo,"Metro TV kecolongan memberikan data yang salah, hasil survei di atas dengan yang di bawah berbeda",765448.jpg
3329,784869,1,2017-11-20 00:00:00,"Ingin Bangun Mall, Agung Podomoro Dituduh Sebagai Dalang Pembakaran Pasar Aur Kuning, Bukit Tinggi.","“*COPAS DARI WA SEBELAH. BUKITTINGGI TERANCAM!!!*
*—————————-*
. Assalamualaikum wrwb. ..
belum selesai satu masalah disusul masalah lain ... ",784869.jpg
731,168997,0,08-Agu-18,"DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI","DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI",168997.png
1647,375646,0,2017-08-21 00:00:00,Meragukan Ahok di Dalam Penjara,"Katanya di kandangin katanya di buii katanya di hukum 2.tahun Ko kaya ada di luar siihh
 .
 .dimana sebenar nya????”",375646.jpg
2819,670023,1,2017-12-13 00:00:00,Pasukan Berani Mati FPI Sudah Tiba di Palestina,“Alhamdulillah pasukan berani mati FPI sudah tiba di palestina takbir Allahu Akbar”.,670023.png
1068,245591,1,2016-02-22 00:00:00,Tulisan Sarlito Wirawan Sarwono Tentang LGBT,"LGBT: SEBUAH GERAKAN PENULARAN
 
 SARLITO WIRAWAN SARWONO
 Guru Besar Fakultas Psikologi UI
 
 Mungkin ada yang heran bertanya, kenapa saya begitu keras terhadap perilaku lesbianism, gay, bisexual and transsexualism (LGBT). Saya seakan penuh murka dan tak memberikan sedikitpun ruang toleransi bagi pengidapnya.",245591.png
3367,792917,0,2017-12-12 00:00:00,: Warga Cina Tanam Benih Cabai Mengandung Bakteri Berbahaya di Bogor,Mengingat bibit dan tanaman itu membawa bakteri yang belum pernah ada di Indonesia dan belum bisa diberikan perlakuan apa pun terhadap tanaman yang terindikas,792917.jpg
1377,320290,1,2020-06-10 00:00:00,Lelang Online Oleh PT Pegadaian,Ass.kpd yth Bpk/Ibu kami menawarkan barang lelang jatuh tempo dari pegadaian barang berkualitas 100% U/info: bit.ly/pusat_pegadaian,320290.jpg
4143,976502,1,2020-03-19 00:00:00,"Penyemprotan Disinfektan DKI Jakarta Dimulai 19 Maret 2020, Warga Dihimbau Tak Melintas","Untuk seluruh warga DKI JAKARTA Pada tanggal 19 Maret 2020 Pukul 14.30 s/d 22.00 wib, dilarang untuk berpergian keluar rumah menggunakan kendaraan roda 2 (dua) dan berjalan kaki. Dikarenakan akan ada pencegahan COVID-19 dengan penyemprotan Disinfektan dosis tingkat 1 melalui udara yang dapat alergi pada kulit dan gangguan pernafasan. Sebagai langkah ini kami pihak Pemerintah akan bekerja sama dengan kepolisian lalu lintas untung pengaturan kendaraan.",976502.jpg
2514,585719,1,2019-01-24 00:00:00,Tulisan Lafadz Allah di Tisu Toilet,"Baru-baru ini saya membeli tisu toilet dari Marks & Spencer dan ketika saya membuka salah satunya, itu memiliki nama Allah, seperti yang Anda lihat. ‘Jadi tolong saudara-saudari, jangan beli tisu toilet khusus ini, atau coba boikot Marks & Spencers, karena setiap tisu toilet memiliki nama Allah di atasnya.",585719.png
416,96786,1,2017-11-16 00:00:00,Rina Nose Buang Jilbabnya Sebut Islam Itu Ajaran Sesat,"Rina Nose Buang Jilbabnya Sebut Islam Itu Ajaran Sesat

",96786.jpg
1456,336408,1,2020-07-10 00:00:00,Menteri Luar Negeri Indonesia #RetnoMarsudi mengatakan bahwa pemerintahannya kewalahan oleh kepemimpinan #ULMWP,Menteri Luar Negeri Indonesia #RetnoMarsudi mengatakan bahwa pemerintahannya “kewalahan” oleh kepemimpinan #ULMWP dari #PapuaBarat yang sudah membuat #PapuaBarat sebuah “fenomena global,336408.png
3818,898479,1,2018-05-28 00:00:00,Sri Mulyani Ditolak Kedatangannya Ke Gontor dengan Membawa Cek Bernilai Besar,"infovalid SMI baru saja ke gontor Ponorogo berjilbab membawa cek bernilai besar, ditolak mentah-mentah dipermalukan, diceramahi habis-habisan sama kiyai gontor…. SMI pun balik ke Jakarta, seluruh agendanya di Jatim batal semua.",898479.png
227,51699,1,2019-10-21 00:00:00,Polisi Mengamankan Mobil Berisi Bahan Peledak Saat Pelantikan Presiden dan Wakil Presiden,"Halo… @tempodotco & LSM HAM masih mau bilang: pengamanan pelantikan presiden, LEBAY? Aparat mendapatkan mobil dengan no polisi palsu berisikan bahan peledak.",51699.png
676,156635,1,2020-05-19 00:00:00,Foto ada antek china baru niee lagi minta sumbangan katanya APBD DKI lagi sekarat,Ciek.. Ciek ada antek china baru niee lagi minta sumbangan katanya APBD DKI lagi sekarat ayoo buly dong jgn diam aja ..gue yakin kadrun bakalan ngomong hoak..editan…bla..bla.,156635.png
3432,808615,1,2018-04-18 00:00:00,: Jembatan Widang Babat di Tuban yang Menjadi Program Infrastruktur Jokowi Ambruk,INIKAH INFRASTRUKTUR YG KEJAR TAYANG BUAT 2019 JEMBATAN WEDANG TUBAN JATIM AMBRUK HARI INI..MASIH YAKIN 2019 DI PILIH,808615.png
2107,493437,1,2020-02-14 00:00:00,Ditemukan Virus Machupo Dalam Paracetamol,"Hati hati untuk tidak menggunakan Paracetamol yang datang ditulis P/500 , ini adalah Paracetamol baru sangat putih dan mengkilap , mengandung MACHUPO VIRUS dianggap salah satu virus yang paling berbahaya di dunia , dan dengan tingkat kematian yang tinggi , silahkan berbagai pesan ini untuk semua orang dan keluarga dan menyelamatkan hidup dari mereka , saya sudah melakukan bagian saya , sekarang giliran anda lagi..makasih…!!!",493437.jpg
1978,462043,1,2019-05-30 00:00:00,Manfaat Poligami Perpanjang Umur Pria?,Manfaat Poligami Perpanjang Umur Pria?,462043.png
3084,730734,1,2020-03-20 00:00:00,Jokowi Positif Corona,Wes…. Berita menggembirakan. Moga nyata agar 270 jt rakyat Indonesia dan Negara tercintanya Selamat dr digadaikanya. Aamiin,730734.jpg
1950,455903,1,2018-07-11 00:00:00,Abu Bakar Baasyir Meninggal Dunia,Telah berpulang KH Abu Bakar Baasyir semoga Allah tempatkan Almarhum disisi Allah SWT,455903.jpg
1322,305996,1,2019-08-24 00:00:00,"Korban main game, kalo sudah kena syaraf seperti ini bagaimana coba?","korban main game , sdh ada di kec. Dukun , muntilan , ..bs di sampaikn ke siswa2 kalo sdh kena syaraf seperti ini bagaimana coba ? Masa depan masih panjang ….himbauan untuk siswa agar HP/ smartphone digunakan secara bijak dan untuk hal positif .
 # peringatan jg untuk kita sbg orangtua untuk anak2 kita",305996.jpg
3263,769971,1,2015-11-20 00:00:00,Foto Warga Suriah Korban Bombardir Perancis,Perancis Memborbardir Suriah…,769971.jpg
1192,277373,1,2017-07-14 00:00:00,Penyalahgunakan Nama CNN Indonesia Dalam Beberapa Telegram Chat,Penyalahgunakan Nama CNN Indonesia Dalam Beberapa Telegram Chat,277373.jpg
3841,902366,1,2020-04-27 00:00:00,"Pidato Lengkap Jokowi, Negara Kita Tidak Pernah Berutang, Hanya melakukan Pinjaman Luar Negeri",pantesan mudik sama pulang kampung itu beda saya akan tuntut guru bahasa indonesia waktu sekolah dulu,902366.png
183,41138,1,2020-08-08 00:00:00,"Video BERITA TERBARU HARI INI ~ SRI MULYANI SUDAH TIDAK SANGGUP LANJUT, SERAHKAN TUGASNYA KE RIZAL RAMLI","BERITA TERBARU HARI INI ~ SRI MULYANI SUDAH TIDAK SANGGUP LANJUT, SERAHKAN TUGASNYA KE RIZAL RAMLI",41138.jpg
3612,845713,1,2020-02-12 00:00:00,Pengemudi ini mencoba kabur dari pemeriksaan #CoronaVirusCamp,"Pengemudi ini mencoba ‘kabur’ dari pemeriksaan #CoronaVirusCamp.
 
 Demikianlah, setiap manusia sejatinya tidak nyaman selalu diperiksa. Apalagi kemudian diisolasi dalam kamp, apapun istilahnya.
 
 Bayangkan saudara Muslim #Uyghur, yg sejak 2016 diperlakukan hal yg sama.",845713.png
3823,898807,1,2018-04-01 00:00:00,Angola Resmi Larang Islam di Negaranya,"Setelah dikuasai RRC karena tidak mampu membayar hutang
 Anggola secara resmi melarang Agama Islam dan kitab suci Alquran di negara ini
 Apakabar Indonesia, Semoga Indonesia Segera Tersadarkan..
 Aamiin",898807.png
486,111928,0,2018-06-27 00:00:00,Sindrom Siklopia,Cyclopia (juga cyclocephaly atau synophthalmia) adalah bentuk langka dari holoprosencephaly,111928.png
787,182652,1,2019-11-16 00:00:00,"Mahfud MD: Jika Tidak Ada Yang Jemput Guru Saya, Biar Saya Saja Yang Jemput HRS","Ketua DPR, Puan Maharani, berencana akan menghubungi Menko Polhukam Mahfud MD untuk membahas soal pencekalan Imam Besar FPI, Habib Rizieq Syihab. Mahfud mengaku siap untuk berbicara dengan Puan soal tersebut.",182652.png
3938,925948,1,2020-08-03 00:00:00,Video dengan Narasi Sudah Tertangkap Satu Orang yang Membakar Gambar Habib Rizieq,Fidio pendek Sudah ketangkap satu orang Yang bakar gambar HABIB RIZIEK JANGAN ULANG LAGI KEDEPAN NYA,925948.jpg
3854,906001,1,2018-09-18 00:00:00,Zumi Zola Jalan-Jalan Di Bandara Soekarno-Hatta,"Dengan kekuatan hengpon jadul cekrek cekrek aplot
 
 .
 
 Yuhuuu minceu ketemu babang ganteng lg di airport",906001.jpg
139,30842,0,2018-01-26 00:00:00,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,30842.jpg
798,184399,1,2019-01-12 00:00:00,Panglima TNI salam dua jari biarkan cebong bunuh diri,"Panglima TNI salam dua jari.
biarkan cebong bunuh diri hahaha..
laporkan tuh bong…",184399.png
2293,538377,1,2018-03-30 00:00:00,Narasi Jatim bebas nimbun limbah B3 Hasil Suntingan,"Wahai Ibu Menteri @SitiNurbayaLHK Jangan Biarkan Limbah B3 Terus Rusak Air, Tanah dan Hidup Warga Jatim”
 “Jatim bebas nimbun limbah B3
 pembiaran penimbunan limbah B3 di kawasan militer,
 lakardowo, sumobito, jombang, pacitan, sidoarjo
 dan pasuruan mempercepat kerusakan lingkungan",538377.png
266,60067,1,2019-09-22 00:00:00,Israel melarang nelayan Palestina melaut,Israel melarang nelayan Palestina melaut tapi Allah mengirimkan ikan ke pantai Palestina..☝.. Maha benar Allah dengan segala firman Ya,60067.png
2379,557412,1,2020-07-26 00:00:00,Some Negative Impacts of Using a Mask,Some Negative Impacts of Using a Mask,557412.jpg
3524,827206,1,2016-04-04 00:00:00,"Running text di Manggarai gunakan aksara China, bukti Indonesia dikuasai mereka",Sebuah foto yang menggambarkan situasi distasiun dan terdapat sebuah papan running text berbahasa China.,827206.jpg
63,15289,1,2017-05-12 00:00:00,Konser Anies - Sandi No 3 Menang Telak,#KONSER GUE 3 MENANG TELAK,15289.jpg
964,223800,1,2019-10-08 00:00:00,Kejadian kapal fery makassar ke selayar tenggelam jam 2 siang hari ini,Semoga saudara kita diberikan keselamatan kejadian kapal fery makassar ke selayar tenggelam jam 2 siang hari ini,223800.png
3751,883257,1,2017-11-09 00:00:00,Triawan Munaf Jadi Korban Hoax,"Triawan Munaf Jadi Korban Hoax”

",883257.png
3061,723746,1,2019-08-27 00:00:00,"Disebut Akan Dituntut Nasabah Atas Kehilangan Dana Rp 800 Triliun, Bank Mandiri Beri Bantahan","Corporate Secretary Bank Mandiri, Rohan Hafas: “Informasi itu adalah hoaks. Kalau memang benar ada aliran dana sebesar itu, pasti melibatkan juga Bank Indonesia, OJK serta dipantau PPATK,”",723746.jpg
1910,444169,1,2020-03-06 00:00:00,Video Perilaku Polisi India Terhadap Wanita yang Membawa Anak,Perilaku polisi india terhadap wanita yang membawa anak,444169.jpg
3508,824758,1,2018-05-25 00:00:00,Nomor IMEI di Ponsel Bisa Disadap Polisi,"Ketik aja *#06# di fitur Call. Kalau keluar 1 IMEI, aman. Kalau ada 2 deret imei atau lebih, itu disadap. Gitu aja repot.",824758.png
4203,992265,1,2020-05-14 00:00:00,Video Jembatan Macau - Hongkong bergoyang,Mbak apa ini betul katanya… jembatan macau hk Pagi ini masuk tv.. jembatannya kayak lagi bernafas.,992265.png
910,208844,1,2019-02-02 00:00:00,mengintimidasi ASN bawahannya,"Menteri ini memalukan.
@rudiantara_id
telah dgn cara vulgar mengintimidasi ASN bawahannya krn memilih no 2. Ini penindasan, pemaksaan dlm demokrasi yg seharusnya bebas. Juga kampanye yg dilakukan saat tdk cuti.

INI PIDANA PEMILU ancamannya 3 tahun kurungan.",208844.png
2992,707546,1,2019-07-22 00:00:00,jelmaan babi,"Tolong sebarkan photo ini…org ini udah menghina Nabi kita semua…yang islam bilang ## amin*supaya di beri azab oleh #Allah.SWT.AMINN…..
 ORANG BEGO MENGHINA NABI MUHAMMAD SAW",707546.png
2415,564015,1,2017-09-11 00:00:00,PERLU KITA KETAHUI Inilah sejumlah video pembataian umat muslim di rohingya,"PERLU KITA KETAHUI
 Inilah sejumlah video pembataian umat muslim di rohingya
 Turut Berduka atas Musibah yang menimpa Saudara muslim kami Suku Rohingya ?
 ? Rasanya sulit di percaya di zaman Modern ini
 Di mana Manusia menjunjung tinggi HAM.. masih ada Kekejaman Genosidha/Pembantaian massal.
 Kami di Indonesia tidak menyangka betapa keji dan biadabnya Rakyat Myanmar (Burma) ini Sangat tidak manusiawi, Sangat Sangat tidak bermoral,
 Menyiksa dan menyakiti Manusia untuk Bersenang-senang lalu membunuhnya.
 Betapa kejinya kalian.
 Ya Allah selamatkanlah mereka umat muslim di rohingya semoga di lancarkan segala urusannya, di permudah jalannya untuk slalu Istiqomah menjalani kehidupannya dan bagi mereka yg terbunuh semoga mati syahid mati dalam keadaan khusnul khatimah.. Aamiin
 ￼
 Klik BAGIKAN saudaraku !”",564015.jpg
3899,915400,1,2018-02-27 00:00:00,Cacing Hidup di Sarden |  Living Worm in Sardine,Jangan beli ini sardin buatan baru tadi saja kawan beli mahu makan satu kawan buka tuang di piring banyak cacing hidup baru saja kawan dia empo sama saya.,915400.png
3977,934556,1,2020-06-25 00:00:00,Bacaleg PKS: Poligami Untuk Rakyat! Masa Depan Bangsa Indonesia!,POLIGAMI Untuk rakyat khilafah !! Masa depan bangsa khilafah cok!! Tidak untuk masa depan Indonesia.,934556.png
3970,933224,0,2017-01-06 00:00:00,: Petani Lombok Temukan Pupuk Berlogo Palu Arit,"Petani Lombok Tengah geger sekaligus resah dengan beredarnya pupuk berlogo mirip palu dan arit atau diduga mirip dengan lambang PKI. Sekretaris Daerah (Sekda) Lombok Tengah H Muhammad Nursiah mengatakan, akan segera mengusut tuntas dari mana pupuk tersebut bisa masuk di daerah Tatas Tuhu Trasna",933224.jpg
1391,324307,1,2018-09-28 00:00:00,Seorang mahasiswa dari Zambia dipukuli sampai meninggal,"""Seorang mahasiswa dari Zambia dibunuh oleh orang-orang Cina karena berpacaran dengan wanita Cina”",324307.jpg
1876,434957,1,2020-06-11 00:00:00,Tahapan Pelaksanaan SKB CPNS oleh BKN,"Tahapan Pelaksanaan SKB CPNS 2019 1. Penentuan jumlah peserta SKB/verifikasi peserta SKB CPNS 2019: 15-20 Juni 2020 2. Pengumuman dan penentuan jenis soal/type soal SKB CPNS 2019 sesuai jumlah peserta, formasi jabatan, dan pendidikan peserta: 22-30 Juni 2020 3. Entry data peserta SKB CPNS 2019 ke dalam database/server sscasn.bkn.go.id: 1-10 Juli 2020",434957.png
1844,423764,1,2018-03-17 00:00:00,Hoaks Penculikan Anak Kecil Usia 1-12 Tahun Mengatasnamakan Kapolri,"mohon perhatian bagi orang tua yg punya anak kecil usia 1-12TH.
 info resmi dari kapolri.",423764.png
718,165524,1,2020-03-17 00:00:00,Mahasiswa UNY Positif Corona,Mbak sampaikannke klas _ kelompok putra .sementara kita steril kampus.mlathn mandiri satu minggu Ini virus Corona sudah masuk UNY 1 orang positif. Hati hati.jangan jabat tangan.jangan cipika cipiki A sapak/ Mbak,165524.jpg
2314,542698,1,2020-01-25 00:00:00,Kepanikan luar biasa orang2 china akibat #VirusCorona,"China🇨🇳
 Kepanikan luar biasa orang2 china akibat #VirusCorona, lalu bagaimana kepanikan orang2 #Uyghur saat kalian teror dengan teror diluar batas prikemanusiaan??
 Ini hanya sedikit balasan dari Allah didunia ini akibat China memusuhi islam",542698.png
3800,894007,1,2020-05-12 00:00:00,Video Radiasi Ponsel Membakar Serat Wol Baja,"Lebih baik menjaga dari pada mengobati Ini alasannya kenapa klo tidur tidak boleh meletakan hp di dekat kepala kita,semoga bermanfaat.",894007.png
1261,295732,1,2020-06-08 00:00:00,Video DI BALIK COVID-19/CORONA TERNYATA ISI NYA SUDAH HABIS,Mati coved 19 peti tk boleh di bukak…Sesudah di bukak peti nya organ tubuh nya habis di ambil..hati” kepada kluarga nya yang meninggal di RS cek dulu mayat nya,295732.png
279,62187,1,2018-09-24 00:00:00,Akhirnya Najwa Shihab Dukung Prabowo-sandi,"“Akhirnya Najwa Shihab Dukung Prabowo-sandi.
 
 Alhamdulillah Kekuatan Makin kuat.",62187.jpg
3653,859055,1,2017-05-19 00:00:00,: Red Notice Interpol Untuk Penangkapan Rizieq Shihab,Beredar Screen shoot dengan penjelasan jika Muhammad Rezieq Shihab telah mendapatkan red notice dari Interpol maka akan segera dilakukan penangkapan,859055.jpg
3391,797827,1,2019-06-25 00:00:00,Imigrasi Bali Menolak dan Mendenda Mantan Miss Universe Asal Australia,"Portal media asal australia, news.com.au memberitakan tentang penolakan Mantan Miss Universe asal Australia, Tegan Martin oleh Indonesia karena ada noda di paspornya dengan judul “Former Miss Universe Australia stranded in Bali because of damp passport.”",797827.jpg
3264,770137,1,2020-08-16 00:00:00,Habib Rizieq Hilang di Arab,"Diarab ada pengumuman org hilang, apakah ada yg mengenalnya?",770137.jpg
358,81619,0,2016-08-02 00:00:00,: Waspada SCAM Pesan Berantai Video Call Whatsapp,"[SCAM] Beredar broadcast aktivasi feature video call dengan pesan: “*Wow ! New Whatsapp Video calling Version is leaked with HD quality and many More features, Click on below link to Download !*",81619.jpg
3105,734084,1,2018-09-01 00:00:00,Pendidikan Agama Akan Dihapus,"”MASIH ADA PENDIDIKAN AGAMA DI SEKOLAH SAJA, BANYAK PELAJAR SEKOLAH TINGKAH LAKUNYA SUDAH MELAMPAUI BATAS,
 APALAGI KALAU SAMPAI DI TIADAKAN, AKAN JADI APA ANAK ANAK KITA NANTI ???…”",734084.jpg
299,68111,1,2019-10-15 00:00:00,Hujan batu seperti serpihan meteor menuju bumi di Purwakarta,"INALILLAHI WAINAILAIHI RAJIOUN..MARI KITA BERDOA SEMOGA TIDAK TERJADI BENCANA ALAM YANG LEBIH BESAR…. HUJAN BATU SEBESAR RUMAH TELAH JATUH DI PURWAKARTA, INDONESIA, SEPERTINYA SERPIHAN METEOR YANG MENUJU BUMI..MARI ISTIGHFAR DAN BERDOA KEPADA ALLAH SWT",68111.png
2114,496350,1,2018-09-25 00:00:00,PDIP Menerima Kunjungan PKI China,“PDIP MENERIMA KUNJUNGAN PKI CHINA.UNTUK JALUN KERJA SAMA ANTAR KADER. VIDEO NEWS DOKUMENTER TVONE”.,496350.jpg
1482,341252,0,2018-07-04 00:00:00,Pemkab Kotim dan Pihak RSUD dr Murjani Sampit Bantah Rumah Sakitnya Turun Kelas,"Jadi, tidak ada turun kelas.",341252.png
960,223483,1,2019-12-11 00:00:00,"Gambar perempuan berjilbab syari. Tulisannya, wife and doughter of Panglima Polim.","Beberapa waktu yang lalu, saya hendak mencari potret perempuan Indonesia zaman dulu. Karena saya tahu pencarian pakai bahasa Indonesia engga akan membuahkan hasil, saya pakai bahasa Inggris. “Malay Woman clothing 19 century.”",223483.png
3173,749115,1,2019-04-05 00:00:00,Bupati Nduga Diculik TNI,BUPATI NDUGA TELAH DI CULIK OLEH TNI,749115.jpg
3349,787788,1,2020-04-15 00:00:00,Video dr. Cheng: Sembuh Dari COVID-19 Cukup dengan Vitamin C,"Video dr. Cheng ini dihapus dari YouTube Bang. Yang menonton sudah sekitar 300 juta. Kayaknya YouTube bagian dari kelompok Bill Gates dan Big Pharma sebab penjelasan dr. Cheng ini bisa menghancurkan proyek vaksin corona mereka. Sebab, dr. Cheng bilang berdasarkan pengalamannya menangani pasien Covid-19 cukup pakai vitamin c",787788.jpg
3774,888157,1,2019-05-09 00:00:00,KAPOLRI NYATAKAN PKI TIDAK MEMBAHAYAKAN NEGARA,"Kapolri: PKI Tidak Membahayakan Bagi Negara, Dibanding Dengan Islam Radikal!!",888157.jpg
415,96427,0,2018-01-16 00:00:00,KURSI DI GBK RUSAK PARAH PASCA LAGA INDONESIA VS ISLANDIA,"VIRALKAN! BARU DIRESMIKAN, SUPORTER TIMNAS RUSAK KURSI SUGBK MINGGU MALAM
#nowupdate @depasarnow
Tingkah dan Ulah Suporter Timnas Indonesia yang tak Pantas Ditiru
Sedih ngeliat foto-foto ini, beberapa oknum suporter nampak tidak menggunakan dan menghargai fasilitas Stadion Utama Gelora Bung Karno yang saat ini tampilan barunya mewah dan cantik, tidak kalah dengan stadion-stadion Eropa.",96427.jpg
2940,696611,1,2020-07-30 00:00:00,"Foto Penipuan para medis, termasuk alat tes suhu di kening, itu alat sinar leser tes suhu kabel demi proyek covit","Penipuan para medis.. Hati-hati.. Termasuk alat tes suhu di kening, itu alat sinar leser tes suhu kabel.. Demi proyek covit mereka rela mengorbankan rakyat Indonesia..”",696611.png
1204,281626,1,2019-07-11 00:00:00,"JOKOWI FAKE AND AUTHORITARY PRESIDENT OF RRC COMMUNISTS,INDONESIA BRANCH","JOKOWI FAKE AND AUTHORITARY PRESIDENT OF RRC COMMUNISTS,INDONESIA BRANCH INTERNATIONAL",281626.png
1468,337961,1,2020-01-11 00:00:00,"Setelah Dikomfirmasi, Jokowi Sebut China Hanya Mengejar Ikan yang Lari ke Indonesia Melalui Natuna, Jadi Bukan Mencuri","Setelah Dikomfirmasi, Jokowi Sebut China Hanya Mengejar Ikan yang Lari ke Indonesia Melalui Natuna, Jadi Bukan Mencuri",337961.png
