,ID,tanggal,judul,narasi,nama file gambar,true_judul,label
70,148834,2020-04-13 0:00:00,Akun Instagram Mengatasnamakan BNPB Minta Sumbangan Dana,Akun Instagram Mengatasnamakan BNPB Minta Sumbangan Dana,148834.jpg,[SALAH] Akun Instagram Mengatasnamakan BNPB Minta Sumbangan Dana,1
71,150607,2019-07-04 0:00:00,CEK FAKTA: Presiden Turki Erdogan Tak Akui Kemenangan Jokowi di Pilpres?,Erdogan Tidak Pernah Akui Kemenangan Jokowi,150607.png,[BERITA] “CEK FAKTA: Presiden Turki Erdogan Tak Akui Kemenangan Jokowi di Pilpres?”,0
72,152480,28-Agu-18,ternyata aksi ganti presiden bergabung pemberontakan di Aceh,Aksi pemberontak #2019GantiPresiden sangat membahayakan ancaman Indonesia ternyata aksi ganti presiden bergabung pemberontakan di Aceh bernama gam kepolisian dan TNI kami mohon jaga negara kami yang tercinta ini,152480.jpg,[SALAH] “ternyata aksi ganti presiden bergabung pemberontakan di Aceh”,1
73,154172,2017-11-09 0:00:00,VIDEO KERUSUHAN AKIBAT RAZIA ZEBRA,Ini asli Indonesia. Akibat Razia Zebra”,154172.jpg,[HOAX] “VIDEO KERUSUHAN AKIBAT RAZIA ZEBRA”,1
74,154972,2017-01-07 0:00:00,"Laetrile alias Amygdalin adalah Vitamin B17, dan Satu-Satunya Obat Yang Diperlukan Untuk Sembuhkan Kanker",Ketahulah: Tidak ada penyakit yang disebut kanker. Kanker timbul hanya karena terjadinya kekurangan vitamin B17. Tidak ada penyebab lainnya.,154972.png,"[HOAX] Laetrile alias Amygdalin adalah Vitamin B17, dan Satu-Satunya Obat Yang Diperlukan Untuk Sembuhkan Kanker",1
75,156443,2020-06-11 0:00:00,seorang pasien kanker melemparkan uang di seluruh koridor rumah sakit,"KETIKA HARTA BUKANLAH SEGALANYA Poto ini diambil di rumah sakit habrin(tiongkok),seorang pasien kanker membawa tas penuh uang meminta dokter menyelamatkan hidupnya dan dia punya banyak uang untuk membayarnya.. Tapi dokter bilang dia tidak bisa melakukan apapun karena kankernya sudah stadium akhir..Dia begitu marah dan frustasi sehingga ia melemparkan uang di seluruh koridor rumah sakit. Sambil berteriak : ‘apa gunanya memiliki uang….!!! Apa gunanya memiliki uang !!!! Uang tidak dapat membeli kesehatan,uang tidak dapat membeli waktu,uang tidak dapat membeli kehidupan. Sungguh pelajaran bagi kita untuk selau menjaga kesehatan ,beramal kebaikan demi bekal menuju akhirat dan berdoa,supaya umur kita bermanfaat bagi orang lain.. Meskipun pendek ataupun panjang..",156443.png,[SALAH] “seorang pasien kanker melemparkan uang di seluruh koridor rumah sakit”,1
76,158361,2019-09-23 0:00:00,Semoga Apa yang Dikatakan Bang Hotman Jadi Kenyataan,"Smoga ap yg dktakan bng Hotman mnjadi knyataan…nga sabar nunggux😊
 (disertai tangkapan layar mengenai klaim MPR akan melantik Prabowo pada Oktober 2019).",158361.jpg,[SALAH] Semoga Apa yang Dikatakan Bang Hotman Jadi Kenyataan,1
77,159264,2019-04-14 0:00:00,juga di Monas dan bundaran HI,"Dasyat…. Buka saja di GBK, tapi juga di Monas dan bundaran HI. Masyarakat tetap optimis, masyarakat tetap yakin Indonesia tidak akan bubar, masyarakat tetap ingin melanjutkan hasil dari kerja keras bersama yg belum selsai, masyarakat tetap yakin Indonesia akan menjadi No 1…… Jangan kasih kendor, terus gas pol untuk Indonesia Maju",159264.png,[SALAH] “juga di Monas dan bundaran HI”,1
78,160644,31-Agu-18,Pak SBY dan Istri pernah mengunjungi Lahan Kota Langit,“Pak Susilo Bambang Yudhoyono dan Istri pernah mengunjungi Lahan Kota Langit karna terkenal dengan hasil bumi sayuran dan palawija yang melimpah ruah Yang masih dikenal dengan Sarongge Sekarang Sarongge Di Brand Menjadi #KotaLangit”,160644.jpg,[SALAH] “Pak SBY dan Istri pernah mengunjungi Lahan Kota Langit”,1
79,163020,2017-02-07 0:00:00,Tips Terhindar Dari Informasi dan Berita Palsu,"Informasi dan berita palsu tersebar luas di berbagai sumber. Untuk terhindar dari informasi yang salah, ada beberapa hal yang harus dilakukan. Berikut beberapa hal yang harus dilakukan agar terhindar dari informasi dan berita palsu:",163020.png,(EDUKASI) Tips Terhindar Dari Informasi dan Berita Palsu,0
80,164369,2020-07-10 0:00:00,Foto Wapres Maruf dengan Narasi Dirinya Diajari Nipu oleh Presiden Jokowi,KALO URUSAN NIPU RAKYAT JOKOWI AHLINYA SAYA JUGA DIAJARINYA SEKARANG SUDAH LANCAR,164369.jpg,[SALAH] Foto Wapres Ma’ruf dengan Narasi Dirinya Diajari Nipu oleh Presiden Jokowi,1
81,165464,2020-03-21 0:00:00,DKI Jakarta mulai besok Lock down Warga di luar Jakarta tidak dibolehkan masuk kecuali ada izin polisi.,DKI Jakarta mulai besok Lock down Warga di luar Jakarta tidak dibolehkan masuk kecuali ada izin polisi.,165464.png,[SALAH] “DKI Jakarta mulai besok Lock down Warga di luar Jakarta tidak dibolehkan masuk kecuali ada izin polisi.”,1
82,168171,2018-12-21 0:00:00,"NUNGGAK BPJS TAK BISA URUS SIM-STNK, PIHAK TERKAIT BERIKAN KLARIFIKASI","Penduduk yang belum mendaftarkan diri dan anggota keluarganya setelah tanggal 1 Januari 2019 dikenakan sanksi administrasi berupa PENCABUTAN LAYANAN PUBLIK TERTENTU, meliputi:",168171.jpg,"[BENAR] NUNGGAK BPJS TAK BISA URUS SIM-STNK, PIHAK TERKAIT BERIKAN KLARIFIKASI",0
83,170508,2017-11-16 0:00:00,HOAX CTO TRAVELOKA MENDUKUNG AKSI WALKOUT ANANDA SUKARLAN DI ACARA KOLESE KANISIUS,"CTO TRAVELOKA MENDUKUNG AKSI WALKOUT ANANDA SUKARLAN DI ACARA KOLESE KANISIUS

.",170508.jpg,[KLARIFIKASI] HOAX “CTO TRAVELOKA MENDUKUNG AKSI WALKOUT ANANDA SUKARLAN DI ACARA KOLESE KANISIUS”,1
84,172130,2020-08-15 0:00:00,"Foto Putri Presiden Rusia Vladimir Putin, Orang Pertama yang Sudah Divaksin Dengan Vaksin Tim Kedokteran Rusia","Putri Presiden Rusia Vladimir Putin … orang pertama yg sdh divaksin dgn vaksin yg ditemukan oleh tim kedokteran #Rusia, bukan vaksin buatan Cina😝 dan ini keteladanan seorang pemimpin negara yg berani ambil resiko, putrinya divaksin terlebih dahulu sebelum di vaksinkan ke rakyatnya … 👍👍👍",172130.jpg,"[SALAH] Foto “Putri Presiden Rusia Vladimir Putin, Orang Pertama yang Sudah Divaksin Dengan Vaksin Tim Kedokteran Rusia”",1
85,172291,2020-08-03 0:00:00,Tiba tiba jadi spt....mau ngemis suara muslim....gak malu .....,"Tiba tiba jadi spt….mau ngemis suara muslim….gak malu …..,",172291.jpg,[SALAH] “Tiba tiba jadi spt….mau ngemis suara muslim….gak malu …..”,1
86,178059,2018-03-07 0:00:00,7 Tips Menyaring Hoax di Media Sosial,"7 Tips Ampuh Menyaring Hoax di Media Sosial!
 1. Siapa yang Membagikannya […]
 2. Baca Judulnya […].
 3. Baca Narasi Postingannya[…]
 4. Lihat Alamat URL-nya […].
 5. Lihat Nama Penulis dan Susunan Tim Redaksinya […]
 6. Isi Artikel dalam Portal yang Dibagikan Tidak Sejalan dengan Narasi Postingan dan Judulnya [...]
 7. Sumber Tulisan Tidak Jelas [...]",178059.png,[EDUKASI] 7 Tips Menyaring Hoax di Media Sosial,0
87,178993,2017-09-11 0:00:00,Kota Myanmar menjadi kota terkutuk akibat perbuatannya...,"Kota Myanmar menjadi kota terkutuk akibat perbuatannya
 Allah memberikan Badai….. Jika anda islam komen aamiin, ya Allah lindungilah saudara islam kami Di seluruh dunia aamiin
 Jika anda Islam bagikan/share!!”",178993.png,[HOAX] “Kota Myanmar menjadi kota terkutuk akibat perbuatannya…”,1
88,179775,2016-11-27 0:00:00,Penculik Anak Berpakaian Mukena Putih di Bekasi,"buat yg punya anak hati hati ya terutama buat daerah bekasi ,pondok timur ,alamanda ,babakan ,mutiara gading timur ..lagi beredar seorang wanita memakai mukena putih sedang mengincar anak anak untuk di culik dan di kembalikan dalem waktu 3 hari dengan keadaan lemas dan pucat karna salah satu organ tubuh nya di ambil.. tolong di share yy kawan..",179775.png,[HOAX] Penculik Anak Berpakaian Mukena Putih di Bekasi,1
89,179893,2016-10-03 0:00:00,Google Ubah Foke Jadi Ahok di Sungai Bersih Jakarta,Kata orang ini kerjaan tim cyber nya Ahok.. Bener ga sih? Hoax apa cuma kebetulan..,179893.png,[KLARIFIKASI] Google Ubah Foke Jadi Ahok di ‘Sungai Bersih Jakarta’,1
90,182109,2020-02-19 0:00:00,Video Seorang Pria Di Inggris Yang Membenci Islam Memecahkan Kaca Jendela Masjid,"Seorang Pria Di Inggris Yang Membenci Islam Memecahkan Kaca Jendela Masjid, Namun Allah Langsung Membalasnya. Tonton Videonya Sampai Selesai.",182109.png,[SALAH] Video “Seorang Pria Di Inggris Yang Membenci Islam Memecahkan Kaca Jendela Masjid”,1
91,183405,2019-07-01 0:00:00,deaign Rumah yg cukup Terjangkau,"Inilah deaign Rumah yg cukup Terjangkau, Tanpa Riba 100% Tanpa BI Checking dan Tanpa Pihak Bank. Harga tidak sampai Milyaran mulai 250jt – 400jt DP 35% itupun DPnya bisa dicicil, pembangunan full DP, amanah dan bisa dipertanggung jawabkan. Sudah Tanpa Riba Bonus TV 20″”",183405.png,[KLARIFIKASI] “deaign Rumah yg cukup Terjangkau”,1
92,184592,2018-12-11 0:00:00,Klarifikasi Perpusnas Terkait Undangan Temu Wicara ISBN Tahun 2018 pada 12 - 13 Desember di Jakarta,"Selamat malam #SahabatPustaka, Mimim menerima berita bohongterkait kegiatan di Perpusnas. Beredar surat yang menginformasikan acara “Temu Wicara ISBN Tahun 2018” pada Rabu-Kamis, 12-13 Desember 2018 di Hotel Bidakara, Jakarta. Dipastikan ini adalah XX. Sebagai Informasi, kegiatan Temu Wicara dengan penerbit sudah dilaksanakan pada Rabu, 5 Desember 2018 di Aula Perpusnas Salemba, Jakarta. Kepada #SahabatPustaka yang menerima surat undangan serupa, sebaiknya diabaikan saja yah. Salam Literasi!,",184592.png,[BENAR] Klarifikasi Perpusnas Terkait Undangan “Temu Wicara ISBN Tahun 2018” pada 12 – 13 Desember di Jakarta,0
93,188848,2020-07-20 0:00:00,Foto Massa Sudah Tumpah Ruah Mengepung Gedung DPR Terkait RUU HIP,"Semoga RUU HIP atau diganti dengan nama apapun dibatalkan, Massa Rakyat sudah tumpah ruah mengepung Gedung DPR dari depan dan belakang,",188848.jpg,[SALAH] Foto Massa Sudah Tumpah Ruah Mengepung Gedung DPR Terkait RUU HIP,1
94,191439,2019-07-23 0:00:00,Racun Dari Nasi di Magic Com,"Keluarkan nasi dari rice cooker kalau sdh matang. Kalau lebih dari 12 jam menjadi pemicu diabetes.H
 
 Kebiasaan yang Jadi Pemicu Anak Menderita Kanker dan Diabetes",191439.jpg,[SALAH] Racun Dari Nasi di Magic Com,1
95,193624,02-Agu-18,BMKG Bantah Gempa Lombok Dapat Picu Gempa Megatrhust di Selatan Jawa - Selat Sunda,"PENJELASAN BMKG TERKAIT VIDEO VIRAL MENGENAI GEMPA MEGATHRUST JAKARTA YANG DIKAITKAN DENGAN PERISTIWA GEMPA LOMBOK M=6,4",193624.png,[BENAR] “BMKG Bantah Gempa Lombok Dapat Picu Gempa Megatrhust di Selatan Jawa – Selat Sunda”,0
96,195387,2017-09-07 0:00:00,Lindungilah Saudara Muslim Kami di Rohingya dan Muslim Seluruh Dunia,"Jika anda Islam komen aamiin.. �Ya Allah lindungilah saudara muslim kami di Rohingya Dan Muslim seluruh dunia Aamiin…
 Share/bagikan agar bnyk mendoakan!”",195387.jpg,[DISINFORMASI] Lindungilah Saudara Muslim Kami di Rohingya dan Muslim Seluruh Dunia,1
97,195444,2017-07-24 0:00:00,Foto Beserta Video Pesawat Tempur dan Rudal Israel Yang Diarahkan Ke Palestina dan Masjid Al-Aqsa,Foto Beserta Video Pesawat Tempur dan Rudal Israel Yang Diarahkan Ke Palestina dan Masjid Al-Aqsa,195444.jpg,[HOAX] Foto Beserta Video Pesawat Tempur dan Rudal Israel Yang Diarahkan Ke Palestina dan Masjid Al-Aqsa,1
98,198670,2020-01-15 0:00:00,"Foto-Foto Pemusnahan Al-Quan, Karpet Dan Segala Sesuatu Yang berkaitan Dengan Islam di Turkestan Timur","Cina membakar Al-Quran,kitab kitab agama, karpet, dan segala sesuatu yang berkaitan dengan Islam di Turkestan Timur!
 Ketika Al-Qur’an dibakar di Eropa, dunia bangkit dan semua orang tahu. Adapun Turkestan Timur, ribuan Al-Qur’an terbakar dan tidak ada yang menyesalinya.",198670.png,"[SALAH] Foto-Foto Pemusnahan Al-Qu’an, Karpet Dan Segala Sesuatu Yang berkaitan Dengan Islam di Turkestan Timur",1
99,199086,2019-11-07 0:00:00,pancasila di ubah jdi bahasa cina,"Pak @jokowi yg mulia. Bisa jelaskan ngga
 Ada apa dngan kapolri di Indonesia ini
 Knpa pancasila di ubah jdi bahasa cina. Saya ngga ikhlas pak. Yg mndirikan pancasila tuh para ulama. Knapa jdi berubah bahasa asing begini. Miris pak di dngernya",199086.png,[SALAH] “pancasila di ubah jdi bahasa cina”,1
100,203715,2017-05-08 0:00:00,EMPAT ANGGOTA FPI LAKUKAN PENCURIAN DI JAKARTA,BERDALIH MELAKUKAN SWEEPING 4 DARI 6 ANGGOTA ORMAS FPI INI MELAKUKAN PENCURIAN DI KAMAR HOTEL DI JAKARTA,203715.png,[HOAX] EMPAT ANGGOTA FPI LAKUKAN PENCURIAN DI JAKARTA,1
101,206021,2020-05-01 0:00:00,"Dijemput oleh Tim Medis, Kakak Beradik Usia 8 dan 4 Tahun di Tangerang Terjangkit Covid-19 akibat Main di Luar Rumah","DiTangerang, dua bersaudara kakak beradik usia 4 dan 8 tahun terjangkit Covid-19, setelah pulang dari bermain diluar rumah.",206021.jpg,"[SALAH]  Dijemput oleh Tim Medis, Kakak Beradik Usia 8 dan 4 Tahun di Tangerang Terjangkit Covid-19 akibat Main di Luar Rumah",1
102,210225,2018-06-28 0:00:00,SMRC Bantah Lakukan Quick Count untuk Pilbup Pinrang,"“Survei yang beredar itu kami pastikan hoaks. Sangat merugikan lembaga kami,” ujar Riswadi, Rabu (27/6).",210225.png,[BENAR] “SMRC Bantah Lakukan Quick Count untuk Pilbup Pinrang”,0
103,210283,2018-06-17 0:00:00,Sepucuk Surat Dari Teman di Arab Saudi,"Seperti judulnya, artikel ini membahas ttg “cinta segitiga” yg tak berujung antara Indonesia (yg pro-Arab), Arab (khususnya Teluk), dan Barat (khususnya AS).",210283.png,[BENAR] “Sepucuk Surat Dari Teman di Arab Saudi”,0
104,215192,2019-12-28 0:00:00,Tentara Malaysia Siap Diterjunkan Ke Palestina,Demi Lindungi Al-Aqsa…Tentara Malaysia Siap Diterjunkan Ke Palestina,215192.png,[SALAH] “Tentara Malaysia Siap Diterjunkan Ke Palestina”,1
105,217503,2018-11-13 0:00:00,"Gubernur Jatim, Khofifah Indar Parawansa Masuk Timses Prabowo - Sandi",Subhanaallah!! Khofifah: “Saya Masuk Timses Prabowo – Sandi Dengan Tulus Ikhlas Demi Masa Depan Indonesia,217503.png,"[SALAH] Gubernur Jatim, Khofifah Indar Parawansa Masuk Timses Prabowo – Sandi",1
106,219297,2018-01-18 0:00:00,Berarti Selama Ini Kita Nyimeng dengan Kearifan Lokal,"Kangkung memang sangat digemari di Indonesia, untuk mendaptkannya pun sangatlah mudah, tapi jangan coba-coba menanam, menjual, atau membeli kangkung di Amerika Serikat.
Sebab di Amerika tanaman ini dilarang dan harus memiliki izin, karena kangkung berada dalam daftar gulma federal yang berbahaya yang terbentuk dari air tawar di iklim tropis.",219297.png,[DISINFORMASI] “Berarti Selama Ini Kita Nyimeng dengan Kearifan Lokal”,1
107,219729,2017-11-06 0:00:00,"Megawati : Jangan Pernah Membongkar Nama Nama Pelanggan ALEXIS Di Depan Publik. Karena, Itu Sama Saja Mencoreng Nama Baik Pejabat Negara","Berita Nusantara – Ketua Umum PDI Perjuangan Megawati Soekarno Putri, mengatakan pihak manajemen Hotel Alexis tidak perlu membuka nama pelanggan griya pijat pasca ditutup oleh Pemerintah Provinsi DKI, karena itu sama halnya dengan mencoreng nama baik Pejabat Negara ini",219729.png,"[DISINFORMASI] “Megawati : Jangan Pernah Membongkar Nama Nama Pelanggan ALEXIS Di Depan Publik. Karena, Itu Sama Saja Mencoreng Nama Baik Pejabat Negara”",1
108,219874,2017-10-02 0:00:00,": Pertanda Alam, Kera Putih Mulai Turun Dari Gunung Agung","Pertanda Alam, Kera Putih Mulai Turun Dari Gunung Agung",219874.jpg,"(HOAX) : Pertanda Alam, Kera Putih Mulai Turun Dari Gunung Agung",1
109,221763,2020-07-07 0:00:00,Foto INILAH BOS NYA PKI. DARI MULUT ORANG INI PKI MUNCUL,INILAH BOS NYA PKI. DARI MULUT ORANG INI PKI MUNCUL.,221763.png,[SALAH] Foto “INILAH BOS NYA PKI. DARI MULUT ORANG INI PKI MUNCUL”,1
110,222802,2020-03-22 0:00:00,Pasar Wameo dan Karya Nugraha di Tutup selama 1 minggu,"Assalamu Alaikum …
 
  Info dari pedagang pasar Wameo
 
 dan Karya Nugraha dari Hasil Rapat
 
 tadi Siang di pasar Wameo bersama
 
 Wali kota Bau Bau , Mulai Pekan
 
 depan atau senin depan pasar
 
 Wameo dan Nugraha di Tutup selama
 
 1 minggu ,
 
 Untuk menghindari kerumunan
 
 Orang , dan pasar mau di bersihkan .",222802.jpg,[SALAH] “Pasar Wameo dan Karya Nugraha di Tutup selama 1 minggu”,1
111,226020,2018-09-25 0:00:00,Klarifikasi KPK Terkait Foto Setya Novanto Tanpa Baju Tahanan,"Secara tidak sengaja sekitar pukul 06.00 WIB di rest area kilometer 97 Tol Purbaleunyi arah Jakarta, rombongan Investigasi Gabungnya Wartawan Indonesia (GWI) melihat orang dengan pengawalan mirip mantan Ketua DPR-RI, Setya Novanto (Setnov) terpidana 15 tahun penjara !",226020.jpg,[BENAR] Klarifikasi KPK Terkait Foto Setya Novanto Tanpa Baju Tahanan,0
112,230883,2020-03-31 0:00:00,Info dari pasien yg sudah sembuh dari RS Persahabatan ..,"Info dari pasien yg sudah sembuh dari RS Persahabatan ..Setiap hari kita disana : 1. Minum Vit C-1000 2. Vitamin E 3. Jam 10:00 – 11:00 berjemur 15-20 menit. 4. Telur satu butir 5. Istirahat/tidur yg cukup min 7-8 jam 6. Minum air putih min 1,5 lt per hari dan setiap makan harus minum yang hangat (jangan dingin).",230883.png,[SALAH] “Info dari pasien yg sudah sembuh dari RS Persahabatan ..”,1
113,231079,2020-03-16 0:00:00,Alcohol kill coronavirus,"“Wowww … Ayooo … then the culture of the Cap Tikus ancestor must be abolished … ??? Think first … !!! Peace … Note: For more information, I can get this directly from my Facebook.
 Thank you .”
 
 In the picture, there is the CNN logo, also the narration “Alcohol kill coronavirus”",231079.png,[FALSE] “Alcohol kill coronavirus”,1
114,231671,2019-12-11 0:00:00,POLDA METRO JAYA resmi merilis DPO Persekusi terhadap Anggota BANSER NU,"POLDA METRO JAYA DPO (DAFTAR PENCARIAN ORANG)
 Mr X Pelaku Persekusi Banser NU di Pondok Pinang Jaksel. Kejadian 10 Des 2019 Jam 15:00 WIB. Jika menemukan keberadaan orang ini hubungi Humas Polda Metro 021 5234017″",231671.png,[SALAH] “POLDA METRO JAYA resmi merilis DPO Persekusi terhadap Anggota BANSER NU”,1
115,232887,2019-04-25 0:00:00,Erdogan Tidak Pernah Akui Kemenangan Jokowi,"Artikel dalam laman daring aljazera.online berjudul “Info Dari Turki: Erdogan Tidak Pernah Akui Kemenangan Jokowi” memberitakan tentang penolakan Recep Tayyip Erdogan, Presiden Turki, atas kemenangan kepada Calon Presiden Nomor Urut 01, Joko Widodo, pasca kemenangan Jokowi berdasarkan hasil hitung cepat sejumlah lembaga survei",232887.jpg,[SALAH] Erdogan Tidak Pernah Akui Kemenangan Jokowi,1
116,234731,2018-07-09 0:00:00,"Video Preman Merak, Geesper Meminta Maaf kepada Anggota TNI karena telah Menantang Berkelahi","MENANTANG ANGGOTA TNI, PULUHAN PREMAN TERMINAL MERAK DIHAJAR SAMPAI BABAK BELUR",234731.png,"[SALAH] “Video Preman Merak, Geesper Meminta Maaf kepada Anggota TNI karena telah Menantang Berkelahi”",1
117,238057,2020-07-13 0:00:00,Narasi Tito Karnavian Berideologi Komunis Karena Pernah Disekolahkan Partai Komunis China di Beijing,TITO KARNIVAN ITU BERIDIOLOGI KOMUNIS DIA BISA DI KATAKAN PKI KARENA DI PERNAH DI SEKOLAHLAH OLEH PARTAI KOMUNIS CHINA DI BAIJING,238057.jpg,[SALAH] Narasi Tito Karnavian Berideologi Komunis Karena Pernah Disekolahkan Partai Komunis China di Beijing,1
118,238158,2020-07-06 0:00:00,Anies: Seberat beratnya Pekerjaan Akan terasa ringan Bila tidak di kerjakan,Seberat beratnya Pekerjaan Akan terasa ringan Bila tidak di kerjakan,238158.jpg,[SALAH] Anies: “Seberat beratnya Pekerjaan Akan terasa ringan Bila tidak di kerjakan”,1
119,238865,2020-04-22 0:00:00,Hindu di india Melemparkan Patung Buatan Mereka Ke Laut Karena Tidak Bisa Menolong Mereka Dari Corona,"Hindu di india melemparkan patung buatan mereka ke laut karena apa yang mereka lakukan tidak dapat membela mereka dari dari virus corona Maha Suci Allah, Tuhan Semesta Alam",238865.jpg,[SALAH] Hindu di india Melemparkan Patung Buatan Mereka Ke Laut Karena Tidak Bisa Menolong Mereka Dari Corona,1
120,245826,2020-08-18 0:00:00,PT.PURA BARUTAMA perusahaan yg mendapat orderan mencetak uang baru,Nama PT.PURA BARUTAMA lagi hangat diperbincangan. Inilah perusahaan yg mendapat orderan mencetak uang baru.,245826.png,[SALAH] “PT.PURA BARUTAMA perusahaan yg mendapat orderan mencetak uang baru”,1
121,248198,2019-11-14 0:00:00,Foto Sandiaga Uno membawa dokumen SEJARAH HITAM DKI,"SEJARAH HITAM DKI
 Pernah punya Gubernur yg Istrinya selingkuh selama 7 tahun.
 Bahkan Gubernur tersebut pernah di penjara selama 2 tahun”
 
 dan “YG JELAS BUKAN MR. TUKUL",248198.png,[SALAH] Foto Sandiaga Uno membawa dokumen “SEJARAH HITAM DKI”,1
122,248298,2019-10-22 0:00:00,RSCM Praktekkan Penyedotan Plug  Vena/Saluran Darah,"Mulai Hari ini di RSCM mulai diPraktekkan Penyedotan Plug (Sumbatan) di Vena/Saluran Darah Ke Jantung, jadi Tidak Pake Ring atau Bypass lagi.
 
 Semoga Teknologi ini Membawa Khabar Gembira…, Khususnya bagi mereka yg Dideteksi Adanya Sumbatan tersebut. Jantung Koroner Tidak Selalu Harus Pasang Ring atau Operasi.",248298.jpg,[SALAH] RSCM Praktekkan Penyedotan Plug (Sumbatan) Vena/Saluran Darah,1
123,250387,2018-10-23 0:00:00,Situs tamsh-newscom,JOKOWI PAKAI DANA HAJI Rp 37.66 T,250387.png,[SALAH] Situs tamsh-news(dot)com,1
124,253756,2016-04-29 0:00:00,Kertas Happy LSD Beredar di Anak-Anak,"WARNING!!! Drugs model baru LSD. Atau di kenal dgn nama “kertas Happy” model dan bentuknya menarik, rasa manis seperti permen.efek halusinasi tinggi.",253756.png,[HOAX] Kertas ‘Happy’ LSD Beredar di Anak-Anak,1
125,254964,2020-05-16 0:00:00,"Mau jenius seperti saya, minum selalu AJINOMOTO","Mau jenius seperti saya, minum selalu AJINOMOTO",254964.png,"[SALAH] “Mau jenius seperti saya, minum selalu AJINOMOTO”",1
126,255176,2020-05-01 0:00:00,Permohonan Kelonggaran Angsuran ke OJK,"Untuk sekedar info, Bagi anda yg punya ansuran/cicilan namun belum dapat kelonggaran dari leasing/pembiayaan silahkan buat pengajuan ke kantor OJK (Otoritas Jasa Keuangan) dengan proses secara online, mengingat pengajuan sangat padat silahkan buat pengajuan sebelum tgl 10 mei 2020, dan Untuk pengajuan silahkan hub (0293-316-825 / 082192769825 ) Insya allah anda akan dapat kelonggaran pembayaran ansuran/cicilan , sy harap dengan bantu share bisa menbantu saudara2 mengingat wabah corona blm stabil, terimah kasih.",255176.jpg,[SALAH] Permohonan Kelonggaran Angsuran ke OJK,1
127,267051,2018-09-15 0:00:00,Aksi BEM se-Jabotabek hari ini,"Assalamua’laikum warahmatullahi wabarakatuh.
 
 Jangan lihat TV ndak ada ini…!!!
 Lihat Sosmed aja,kita viralkan…!!!",267051.jpg,[SALAH] “Aksi BEM se-Jabotabek hari ini”,1
128,267526,2018-07-04 0:00:00,PT MRT Klarifikasi Perihal Kebakaran di Stasiun Lebak Bulus,Informasi di media massa dan sosial media tentang kebakaran karena korsleting adalah tidak benar,267526.png,[BENAR] PT MRT Klarifikasi Perihal Kebakaran di Stasiun Lebak Bulus,0
129,267542,2018-07-02 0:00:00,BI Bantah Keluarkan Uang Berstempel 2019 Ganti Presiden dan Prabowo Satria Piningit,"“BI tidak pernah mengeluarkan uang rupiah yang berstempel ganti presiden 2019 dan Prabowo Subianto,” ujar Deputi Direktur Kantor Perwakilan BI Provinsi Sulawesi Utara (Sulut), Buwono Budi Santoso di Manado, Jumat (22/6)",267542.png,[BENAR] “BI Bantah Keluarkan Uang Berstempel 2019 Ganti Presiden dan Prabowo Satria Piningit”,0
130,269114,2017-09-08 0:00:00,Hoax Panglima TNI Akan Mengirim Pasukannya Secara Independen,Panglima TNI bapak Gatot Nurmantyo di sela sela kesibukannya menyampaikan kecaman kers terhadap pembantaian muslim rohingnya.,269114.png,[KLARIFIKASI] Hoax “Panglima TNI Akan Mengirim Pasukannya Secara Independen”,1
131,269336,2017-03-18 0:00:00,Sinar Kosmik Berbahaya Radiasi,"Malam ini 00:30-03:30 pastikan untuk mematikan telepon: TV Singapura telah mengumumkan berita. Tolong selepas baca ini, lindungi diri anda. Beritahukan kerabat terkasih dan teman-teman. Hari ini malam dari 12:30-03:30, berbahaya, radiasi yang tinggi, sinar kosmik akan melewati dekat dengan bumi. Jadi matikan ponsel Anda. Jangan biarkan ponsel Anda dekat dengan tubuh Anda, dapat menyebabkan kerusakan jaringan tubuh . Silahkan cek Google NASA dan BBC News. Menebarkan pesan ini kepada semua yang kalian peduli. Src: spaceweather.com",269336.jpg,(HOAX) Sinar Kosmik Berbahaya Radiasi,1
132,269838,2016-12-04 0:00:00,Acara Parade Kebudayaan Atau KitaIndonesia Tandingan Aksi 212,"Untuk di media sosial dan portal daring, berisikan narasi klaim kalau acara KitaIndonesia atau Parade Budaya yang diadakan pada tanggal 4 Desember 2016 merupakan aksi tandingan Aksi Damai 212 pada tanggal 2 Desember 2016",269838.png,(DISINFORMASI) Acara Parade Kebudayaan Atau KitaIndonesia Tandingan Aksi 212,1
133,272438,2020-01-08 0:00:00,Pihak SMKN 12 Beri Klarifikasi Perihal Kabar Viral Tak Pasang Foto Presiden Joko Widodo,"Lokasi di SMKN 12 Jakarta Utara. Sekolah Negeri tapi tidak memasang foto Presiden…!!! 😡
 
 Mohon viralkan…!!!
 
 Sampai mereka memasang Foto Presiden dan sang Kepala Sekolah diproses hukum…!!!",272438.jpg,[KLARIFIKASI] Pihak SMKN 12 Beri Klarifikasi Perihal Kabar Viral Tak Pasang Foto Presiden Joko Widodo,1
134,281537,2019-07-25 0:00:00,Bantu Saudara kita Dengan Kirim Fotto ini Lewat Whatshaap,"Bayi ini lahir dalam keadaan buta dan perlu $200,000 untuk perawatannya sampai dia bisa melihat kembali. Anda tidak perlu mendonasi satu senpun, tapi pihak whatsapp akan mengumpulkan dana setiap kali gambar ini dibagikan. Silahkan bagikan",281537.png,[SALAH] “Bantu Saudara kita Dengan Kirim Fotto ini Lewat Whatshaap”,1
